Coordinates (in mm) in engineering system:
(x is right, y is up looking from center
of mirror dish, in park position)

pix. id      x            y
 984     -49.0990    -784.2763
 985       0.0000    -793.7254
 986      49.0990    -803.1745
 987      98.1981    -812.6236
 988     147.2971    -822.0727
 989     196.3961    -831.5218
 990     245.4951    -840.9710
 991     294.5942    -850.4201
 992     327.3268    -812.6236
 993     360.0595    -774.8272
 994     392.7922    -737.0307
 995     425.5249    -699.2343
 996     458.2576    -661.4378
 997     490.9903    -623.6414
 998     523.7229    -585.8449
 999     556.4556    -548.0485
1000     589.1883    -510.2520
1001     621.9210    -472.4556
1002     654.6537    -434.6591
1003     687.3864    -396.8627
1004     720.1190    -359.0662
1005     752.8517    -321.2698
1006     785.5844    -283.4734
1007     818.3171    -245.6769
1008     851.0498    -207.8805
1009     883.7825    -170.0840
1010     867.4161    -122.8385
1011     851.0498     -75.5929
1012     834.6834     -28.3473
1013     818.3171      18.8982
1014     801.9507      66.1438
1015     785.5844     113.3893
1016     769.2181     160.6349
1017     752.8517     207.8805
1018     736.4854     255.1260
1019     720.1190     302.3716
1020     703.7527     349.6171
1021     687.3864     396.8627
1022     671.0200     444.1083
1023     654.6537     491.3538
1024     638.2873     538.5994
1025     621.9210     585.8449
1026     605.5546     633.0905
1027     621.9210     718.1325
1028     572.8220     727.5816
1029     523.7229     737.0307
1030     474.6239     746.4798
1031     425.5249     755.9289
1032     376.4259     765.3781
1033     327.3268     774.8272
1034     278.2278     784.2763
1035     229.1288     793.7254
1036     180.0298     803.1745
1037     130.9307     812.6236
1038      81.8317     822.0727
1039      32.7327     831.5218
1040     -16.3663     840.9710
1041     -65.4654     850.4201
1042    -114.5644     859.8692
1043    -163.6634     869.3183
1044    -212.7624     878.7674
1045    -261.8615     888.2165
1046    -310.9605     897.6656
1047    -343.6932     859.8692
1048    -376.4259     822.0727
1049    -409.1585     784.2763
1050    -441.8912     746.4798
1051    -474.6239     708.6834
1052    -507.3566     670.8869
1053    -540.0893     633.0905
1054    -572.8220     595.2940
1055    -605.5546     557.4976
1056    -638.2873     519.7011
1057    -671.0200     481.9047
1058    -703.7527     444.1083
1059    -736.4854     406.3118
1060    -769.2181     368.5154
1061    -801.9507     330.7189
1062    -834.6834     292.9225
1063    -867.4161     255.1260
1064    -900.1488     217.3296
1065    -932.8815     179.5331
1066    -916.5151     132.2876
1067    -900.1488      85.0420
1068    -883.7825      37.7964
1069    -867.4161      -9.4491
1070    -851.0498     -56.6947
1071    -834.6834    -103.9402
1072    -818.3171    -151.1858
1073    -801.9507    -198.4314
1074    -785.5844    -245.6769
1075    -769.2181    -292.9225
1076    -752.8517    -340.1680
1077    -736.4854    -387.4136
1078    -720.1190    -434.6591
1079    -703.7527    -481.9047
1080    -687.3864    -529.1503
1081    -671.0200    -576.3958
1082    -654.6537    -623.6414
1083    -638.2873    -670.8869
1084    -621.9210    -718.1325
1085    -572.8220    -727.5816
1086    -523.7229    -737.0307
1087    -474.6239    -746.4798
1088    -425.5249    -755.9289
1089    -376.4259    -765.3781
1090    -327.3268    -774.8272
1091    -278.2278    -784.2763
1092    -229.1288    -793.7254
1093    -180.0298    -803.1745
1094    -130.9307    -812.6236
1095     -81.8317    -822.0727
1096     -32.7327    -831.5218
1097      16.3663    -840.9710
1098      65.4654    -850.4201
1099     114.5644    -859.8692
1100     163.6634    -869.3183
1101     212.7624    -878.7674
1102     261.8615    -888.2165
1103     310.9605    -897.6656
1104     343.6932    -859.8692
1105     376.4259    -822.0727
1106     409.1585    -784.2763
1107     441.8912    -746.4798
1108     474.6239    -708.6834
1109     507.3566    -670.8869
1110     540.0893    -633.0905
1111     572.8220    -595.2940
1112     605.5546    -557.4976
1113     638.2873    -519.7011
1114     671.0200    -481.9047
1115     703.7527    -444.1083
1116     736.4854    -406.3118
1117     769.2181    -368.5154
1118     801.9507    -330.7189
1119     834.6834    -292.9225
1120     867.4161    -255.1260
1121     900.1488    -217.3296
1122     932.8815    -179.5331
1123     916.5151    -132.2876
1124     900.1488     -85.0420
1125     883.7825     -37.7964
1126     867.4161       9.4491
1127     851.0498      56.6947
1128     834.6834     103.9402
1129     818.3171     151.1858
1130     801.9507     198.4314
1131     785.5844     245.6769
1132     769.2181     292.9225
1133     752.8517     340.1680
1134     736.4854     387.4136
1135     720.1190     434.6591
1136     703.7527     481.9047
1137     687.3864     529.1503
1138     671.0200     576.3958
1139     654.6537     623.6414
1140     638.2873     670.8869
1141     654.6537     755.9289
1142     605.5546     765.3781
1143     556.4556     774.8272
1144     507.3566     784.2763
1145     458.2576     793.7254
1146     409.1585     803.1745
1147     360.0595     812.6236
1148     310.9605     822.0727
1149     261.8615     831.5218
1150     212.7624     840.9710
1151     163.6634     850.4201
1152     114.5644     859.8692
1153      65.4654     869.3183
1154      16.3663     878.7674
1155     -32.7327     888.2165
1156     -81.8317     897.6656
1157    -130.9307     907.1147
1158    -180.0298     916.5638
1159    -229.1288     926.0130
1160    -278.2278     935.4621
1161    -327.3268     944.9112
1162    -360.0595     907.1147
1163    -392.7922     869.3183
1164    -425.5249     831.5218
1165    -458.2576     793.7254
1166    -490.9903     755.9289
1167    -523.7229     718.1325
1168    -556.4556     680.3360
1169    -589.1883     642.5396
1170    -621.9210     604.7432
1171    -654.6537     566.9467
1172    -687.3864     529.1503
1173    -720.1190     491.3538
1174    -752.8517     453.5574
1175    -785.5844     415.7609
1176    -818.3171     377.9645
1177    -851.0498     340.1680
1178    -883.7825     302.3716
1179    -916.5151     264.5751
1180    -949.2478     226.7787
1181    -981.9805     188.9822
1182    -965.6142     141.7367
1183    -949.2478      94.4911
1184    -932.8815      47.2456
1185    -916.5151       0.0000
1186    -900.1488     -47.2456
1187    -883.7825     -94.4911
1188    -867.4161    -141.7367
1189    -851.0498    -188.9822
1190    -834.6834    -236.2278
1191    -818.3171    -283.4734
1192    -801.9507    -330.7189
1193    -785.5844    -377.9645
1194    -769.2181    -425.2100
1195    -752.8517    -472.4556
1196    -736.4854    -519.7012
1197    -720.1190    -566.9467
1198    -703.7527    -614.1923
1199    -687.3864    -661.4378
1200    -671.0200    -708.6834
1201    -654.6537    -755.9289
1202    -605.5546    -765.3781
1203    -556.4556    -774.8272
1204    -507.3566    -784.2763
1205    -458.2576    -793.7254
1206    -409.1585    -803.1745
1207    -360.0595    -812.6236
1208    -310.9605    -822.0727
1209    -261.8615    -831.5218
1210    -212.7624    -840.9710
1211    -163.6634    -850.4201
1212    -114.5644    -859.8692
1213     -65.4654    -869.3183
1214     -16.3663    -878.7674
1215      32.7327    -888.2165
1216      81.8317    -897.6656
1217     130.9307    -907.1147
1218     180.0298    -916.5638
1219     229.1288    -926.0130
1220     278.2278    -935.4621
1221     327.3268    -944.9112
1222     360.0595    -907.1147
1223     392.7922    -869.3183
1224     425.5249    -831.5218
1225     458.2576    -793.7254
1226     490.9903    -755.9289
1227     523.7229    -718.1325
1228     556.4556    -680.3360
1229     589.1883    -642.5396
1230     621.9210    -604.7432
1231     654.6537    -566.9467
1232     687.3864    -529.1503
1233     720.1190    -491.3538
1234     752.8517    -453.5574
1235     785.5844    -415.7609
1236     818.3171    -377.9645
1237     851.0498    -340.1680
1238     883.7825    -302.3716
1239     916.5151    -264.5751
1240     949.2478    -226.7787
1241     981.9805    -188.9822
1242     965.6142    -141.7367
1243     949.2478     -94.4911
1244     932.8815     -47.2456
1245     916.5151       0.0000
1246     900.1488      47.2456
1247     883.7825      94.4911
1248     867.4161     141.7367
1249     851.0498     188.9822
1250     834.6834     236.2278
1251     818.3171     283.4734
1252     801.9507     330.7189
1253     785.5844     377.9645
1254     769.2181     425.2100
1255     752.8517     472.4556
1256     736.4854     519.7012
1257     720.1190     566.9467
1258     703.7527     614.1923
1259     687.3864     661.4378
1260     671.0200     708.6834
1261     687.3864     793.7254
1262     638.2873     803.1745
1263     589.1883     812.6236
1264     540.0893     822.0727
1265     490.9902     831.5218
1266     441.8912     840.9710
1267     392.7922     850.4201
1268     343.6932     859.8692
1269     294.5941     869.3183
1270     245.4951     878.7674
1271     196.3961     888.2165
1272     147.2971     897.6656
1273      98.1980     907.1147
1274      49.0990     916.5638
1275       0.0000     926.0130
1276     -49.0990     935.4621
1277     -98.1981     944.9112
1278    -147.2971     954.3603
1279    -196.3961     963.8094
1280    -245.4951     973.2585
1281    -294.5942     982.7076
1282    -343.6932     992.1567
1283    -376.4259     954.3603
1284    -409.1585     916.5638
1285    -441.8912     878.7674
1286    -474.6239     840.9710
1287    -507.3566     803.1745
1288    -540.0893     765.3781
1289    -572.8220     727.5816
1290    -605.5546     689.7852
1291    -638.2873     651.9887
1292    -671.0200     614.1923
1293    -703.7527     576.3958
1294    -736.4854     538.5994
1295    -769.2181     500.8029
1296    -801.9507     463.0065
1297    -834.6834     425.2100
1298    -867.4161     387.4136
1299    -900.1488     349.6171
1300    -932.8815     311.8207
1301    -965.6142     274.0242
1302    -998.3468     236.2278
1303   -1031.0795     198.4313
1304   -1014.7132     151.1858
1305    -998.3468     103.9402
1306    -981.9805      56.6947
1307    -965.6142       9.4491
1308    -949.2478     -37.7965
1309    -932.8815     -85.0420
1310    -916.5151    -132.2876
1311    -900.1488    -179.5331
1312    -883.7825    -226.7787
1313    -867.4161    -274.0242
1314    -851.0498    -321.2698
1315    -834.6834    -368.5154
1316    -818.3171    -415.7609
1317    -801.9507    -463.0065
1318    -785.5844    -510.2520
1319    -769.2181    -557.4976
1320    -752.8517    -604.7432
1321    -736.4854    -651.9887
1322    -720.1190    -699.2343
1323    -703.7527    -746.4798
1324    -687.3864    -793.7254
1325    -638.2873    -803.1745
1326    -589.1883    -812.6236
1327    -540.0893    -822.0727
1328    -490.9902    -831.5218
1329    -441.8912    -840.9710
1330    -392.7922    -850.4201
1331    -343.6932    -859.8692
1332    -294.5941    -869.3183
1333    -245.4951    -878.7674
1334    -196.3961    -888.2165
1335    -147.2971    -897.6656
1336     -98.1980    -907.1147
1337     -49.0990    -916.5638
1338       0.0000    -926.0130
1339      49.0990    -935.4621
1340      98.1981    -944.9112
1341     147.2971    -954.3603
1342     196.3961    -963.8094
1343     245.4951    -973.2585
1344     294.5942    -982.7076
1345     343.6932    -992.1567
1346     376.4259    -954.3603
1347     409.1585    -916.5638
1348     441.8912    -878.7674
1349     474.6239    -840.9710
1350     507.3566    -803.1745
1351     540.0893    -765.3781
1352     572.8220    -727.5816
1353     605.5546    -689.7852
1354     638.2873    -651.9887
1355     671.0200    -614.1923
1356     703.7527    -576.3958
1357     736.4854    -538.5994
1358     769.2181    -500.8029
1359     801.9507    -463.0065
1360     834.6834    -425.2100
1361     867.4161    -387.4136
1362     900.1488    -349.6171
1363     932.8815    -311.8207
1364     965.6142    -274.0242
1365     998.3468    -236.2278
1366    1031.0795    -198.4313
1367    1014.7132    -151.1858
1368     998.3468    -103.9402
1369     981.9805     -56.6947
1370     965.6142      -9.4491
1371     949.2478      37.7965
1372     932.8815      85.0420
1373     916.5151     132.2876
1374     900.1488     179.5331
1375     883.7825     226.7787
1376     867.4161     274.0242
1377     851.0498     321.2698
1378     834.6834     368.5154
1379     818.3171     415.7609
1380     801.9507     463.0065
1381     785.5844     510.2520
1382     769.2181     557.4976
1383     752.8517     604.7432
1384     736.4854     651.9887
1385     720.1190     699.2343
1386     703.7527     746.4798
1387     720.1190     831.5218
1388     671.0200     840.9710
1389     621.9210     850.4201
1390     572.8220     859.8692
1391     523.7229     869.3183
1392     474.6239     878.7674
1393     425.5249     888.2165
1394     376.4259     897.6656
1395     327.3268     907.1147
1396     278.2278     916.5638
1397     229.1288     926.0130
1398     180.0298     935.4621
1399     130.9307     944.9112
1400      81.8317     954.3603
1401      32.7327     963.8094
1402     -16.3663     973.2585
1403     -65.4654     982.7076
1404    -114.5644     992.1567
1405    -163.6634    1001.6059
1406    -212.7624    1011.0550
1407    -261.8615    1020.5041
1408    -310.9605    1029.9532
1409    -360.0595    1039.4023
1410    -392.7922    1001.6059
1411    -425.5249     963.8094
1412    -458.2576     926.0130
1413    -490.9903     888.2165
1414    -523.7229     850.4201
1415    -556.4556     812.6236
1416    -589.1883     774.8272
1417    -621.9210     737.0307
1418    -654.6537     699.2343
1419    -687.3864     661.4378
1420    -720.1190     623.6414
1421    -752.8517     585.8449
1422    -785.5844     548.0485
1423    -818.3171     510.2520
1424    -851.0498     472.4556
1425    -883.7825     434.6591
1426    -916.5151     396.8627
1427    -949.2478     359.0662
1428    -981.9805     321.2698
1429   -1014.7132     283.4734
1430   -1047.4459     245.6769
1431   -1080.1786     207.8805
1432   -1063.8122     160.6349
1433   -1047.4459     113.3893
1434   -1031.0795      66.1438
1435   -1014.7132      18.8982
1436    -998.3468     -28.3473
1437    -981.9805     -75.5929
1438    -965.6142    -122.8385
1439    -949.2478    -170.0840
1440    -932.8815    -217.3296
1441    -916.5151    -264.5751
1442    -900.1488    -311.8207
1443    -883.7825    -359.0663
1444    -867.4161    -406.3118
1445    -851.0498    -453.5574
1446    -834.6834    -500.8029
1447    -818.3171    -548.0485
1448    -801.9507    -595.2940
1449    -785.5844    -642.5396
1450    -769.2181    -689.7852
1451    -752.8517    -737.0307
1452    -736.4854    -784.2763
1453    -720.1190    -831.5218
1454    -671.0200    -840.9710
1455    -621.9210    -850.4201
1456    -572.8220    -859.8692
1457    -523.7229    -869.3183
1458    -474.6239    -878.7674
1459    -425.5249    -888.2165
1460    -376.4259    -897.6656
1461    -327.3268    -907.1147
1462    -278.2278    -916.5638
1463    -229.1288    -926.0130
1464    -180.0298    -935.4621
1465    -130.9307    -944.9112
1466     -81.8317    -954.3603
1467     -32.7327    -963.8094
1468      16.3663    -973.2585
1469      65.4654    -982.7076
1470     114.5644    -992.1567
1471     163.6634   -1001.6059
1472     212.7624   -1011.0550
1473     261.8615   -1020.5041
1474     310.9605   -1029.9532
1475     360.0595   -1039.4023
1476     392.7922   -1001.6059
1477     425.5249    -963.8094
1478     458.2576    -926.0130
1479     490.9903    -888.2165
1480     523.7229    -850.4201
1481     556.4556    -812.6236
1482     589.1883    -774.8272
1483     621.9210    -737.0307
1484     654.6537    -699.2343
1485     687.3864    -661.4378
1486     720.1190    -623.6414
1487     752.8517    -585.8449
1488     785.5844    -548.0485
1489     818.3171    -510.2520
1490     851.0498    -472.4556
1491     883.7825    -434.6591
1492     916.5151    -396.8627
1493     949.2478    -359.0662
1494     981.9805    -321.2698
1495    1014.7132    -283.4734
1496    1047.4459    -245.6769
1497    1080.1786    -207.8805
1498    1063.8122    -160.6349
1499    1047.4459    -113.3893
1500    1031.0795     -66.1438
1501    1014.7132     -18.8982
1502     998.3468      28.3473
1503     981.9805      75.5929
1504     965.6142     122.8385
1505     949.2478     170.0840
1506     932.8815     217.3296
1507     916.5151     264.5751
1508     900.1488     311.8207
1509     883.7825     359.0663
1510     867.4161     406.3118
1511     851.0498     453.5574
1512     834.6834     500.8029
1513     818.3171     548.0485
1514     801.9507     595.2940
1515     785.5844     642.5396
1516     769.2181     689.7852
1517     752.8517     737.0307
1518     736.4854     784.2763
1519     605.5546     897.6656
1520     556.4556     907.1147
1521     507.3566     916.5638
1522     458.2576     926.0130
1523     409.1585     935.4621
1524     360.0595     944.9112
1525     310.9605     954.3603
1526     261.8615     963.8094
1527     212.7624     973.2585
1528     163.6634     982.7076
1529     114.5644     992.1567
1530      65.4654    1001.6059
1531      16.3663    1011.0550
1532     -32.7327    1020.5041
1533     -81.8317    1029.9532
1534    -130.9307    1039.4023
1535    -180.0298    1048.8514
1536    -229.1288    1058.3005
1537    -278.2278    1067.7496
1538    -474.6239     973.2585
1539    -507.3566     935.4621
1540    -540.0893     897.6656
1541    -572.8220     859.8692
1542    -605.5546     822.0727
1543    -638.2873     784.2763
1544    -671.0200     746.4798
1545    -703.7527     708.6834
1546    -736.4854     670.8869
1547    -769.2181     633.0905
1548    -801.9507     595.2940
1549    -834.6834     557.4976
1550    -867.4161     519.7011
1551    -900.1488     481.9047
1552    -932.8815     444.1083
1553    -965.6142     406.3118
1554    -998.3468     368.5154
1555   -1031.0795     330.7189
1556   -1063.8122     292.9225
1557   -1080.1786      75.5929
1558   -1063.8122      28.3473
1559   -1047.4459     -18.8982
1560   -1031.0795     -66.1438
1561   -1014.7132    -113.3893
1562    -998.3468    -160.6349
1563    -981.9805    -207.8805
1564    -965.6142    -255.1260
1565    -949.2478    -302.3716
1566    -932.8815    -349.6171
1567    -916.5151    -396.8627
1568    -900.1488    -444.1083
1569    -883.7825    -491.3538
1570    -867.4161    -538.5994
1571    -851.0498    -585.8449
1572    -834.6834    -633.0905
1573    -818.3171    -680.3361
1574    -801.9507    -727.5816
1575    -785.5844    -774.8272
1576    -605.5546    -897.6656
1577    -556.4556    -907.1147
1578    -507.3566    -916.5638
1579    -458.2576    -926.0130
1580    -409.1585    -935.4621
1581    -360.0595    -944.9112
1582    -310.9605    -954.3603
1583    -261.8615    -963.8094
1584    -212.7624    -973.2585
1585    -163.6634    -982.7076
1586    -114.5644    -992.1567
1587     -65.4654   -1001.6059
1588     -16.3663   -1011.0550
1589      32.7327   -1020.5041
1590      81.8317   -1029.9532
1591     130.9307   -1039.4023
1592     180.0298   -1048.8514
1593     229.1288   -1058.3005
1594     278.2278   -1067.7496
1595     474.6239    -973.2585
1596     507.3566    -935.4621
1597     540.0893    -897.6656
1598     572.8220    -859.8692
1599     605.5546    -822.0727
1600     638.2873    -784.2763
1601     671.0200    -746.4798
1602     703.7527    -708.6834
1603     736.4854    -670.8869
1604     769.2181    -633.0905
1605     801.9507    -595.2940
1606     834.6834    -557.4976
1607     867.4161    -519.7011
1608     900.1488    -481.9047
1609     932.8815    -444.1083
1610     965.6142    -406.3118
1611     998.3468    -368.5154
1612    1031.0795    -330.7189
1613    1063.8122    -292.9225
1614    1080.1786     -75.5929
1615    1063.8122     -28.3473
1616    1047.4459      18.8982
1617    1031.0795      66.1438
1618    1014.7132     113.3893
1619     998.3468     160.6349
1620     981.9805     207.8805
1621     965.6142     255.1260
1622     949.2478     302.3716
1623     932.8815     349.6171
1624     916.5151     396.8627
1625     900.1488     444.1083
1626     883.7825     491.3538
1627     867.4161     538.5994
1628     851.0498     585.8449
1629     834.6834     633.0905
1630     818.3171     680.3361
1631     801.9507     727.5816
1632     785.5844     774.8272
1633     490.9902     963.8094
1634     441.8912     973.2585
1635     392.7922     982.7076
1636     343.6932     992.1567
1637     294.5941    1001.6059
1638     245.4951    1011.0550
1639     196.3961    1020.5041
1640     147.2971    1029.9532
1641      98.1980    1039.4023
1642      49.0990    1048.8514
1643       0.0000    1058.3005
1644     -49.0990    1067.7496
1645     -98.1981    1077.1987
1646    -147.2971    1086.6479
1647    -196.3961    1096.0970
1648    -245.4951    1105.5461
1649    -589.1883     907.1147
1650    -621.9210     869.3183
1651    -654.6537     831.5218
1652    -687.3864     793.7254
1653    -720.1190     755.9289
1654    -752.8517     718.1325
1655    -785.5844     680.3360
1656    -818.3171     642.5396
1657    -851.0498     604.7432
1658    -883.7825     566.9467
1659    -916.5151     529.1503
1660    -949.2478     491.3538
1661    -981.9805     453.5574
1662   -1014.7132     415.7609
1663   -1047.4459     377.9645
1664   -1080.1786     340.1680
1665   -1080.1786     -56.6947
1666   -1063.8122    -103.9402
1667   -1047.4459    -151.1858
1668   -1031.0795    -198.4314
1669   -1014.7132    -245.6769
1670    -998.3468    -292.9225
1671    -981.9805    -340.1680
1672    -965.6142    -387.4136
1673    -949.2478    -434.6591
1674    -932.8815    -481.9047
1675    -916.5151    -529.1503
1676    -900.1488    -576.3958
1677    -883.7825    -623.6414
1678    -867.4161    -670.8869
1679    -851.0498    -718.1325
1680    -834.6834    -765.3781
1681    -490.9902    -963.8094
1682    -441.8912    -973.2585
1683    -392.7922    -982.7076
1684    -343.6932    -992.1567
1685    -294.5941   -1001.6059
1686    -245.4951   -1011.0550
1687    -196.3961   -1020.5041
1688    -147.2971   -1029.9532
1689     -98.1980   -1039.4023
1690     -49.0990   -1048.8514
1691       0.0000   -1058.3005
1692      49.0990   -1067.7496
1693      98.1981   -1077.1987
1694     147.2971   -1086.6479
1695     196.3961   -1096.0970
1696     245.4951   -1105.5461
1697     589.1883    -907.1147
1698     621.9210    -869.3183
1699     654.6537    -831.5218
1700     687.3864    -793.7254
1701     720.1190    -755.9289
1702     752.8517    -718.1325
1703     785.5844    -680.3360
1704     818.3171    -642.5396
1705     851.0498    -604.7432
1706     883.7825    -566.9467
1707     916.5151    -529.1503
1708     949.2478    -491.3538
1709     981.9805    -453.5574
1710    1014.7132    -415.7609
1711    1047.4459    -377.9645
1712    1080.1786    -340.1680
1713    1080.1786      56.6947
1714    1063.8122     103.9402
1715    1047.4459     151.1858
1716    1031.0795     198.4314
1717    1014.7132     245.6769
1718     998.3468     292.9225
1719     981.9805     340.1680
1720     965.6142     387.4136
1721     949.2478     434.6591
1722     932.8815     481.9047
1723     916.5151     529.1503
1724     900.1488     576.3958
1725     883.7825     623.6414
1726     867.4161     670.8869
1727     851.0498     718.1325
1728     834.6834     765.3781
1729     376.4259    1029.9532
1730     327.3268    1039.4023
1731     278.2278    1048.8514
1732     229.1288    1058.3005
1733     180.0298    1067.7496
1734     130.9307    1077.1987
1735      81.8317    1086.6479
1736      32.7327    1096.0970
1737     -16.3663    1105.5461
1738     -65.4654    1114.9952
1739    -114.5644    1124.4443
1740    -163.6634    1133.8934
1741    -703.7527     840.9709
1742    -736.4854     803.1745
1743    -769.2181     765.3781
1744    -801.9507     727.5816
1745    -834.6834     689.7852
1746    -867.4161     651.9887
1747    -900.1488     614.1923
1748    -932.8815     576.3958
1749    -965.6142     538.5994
1750    -998.3468     500.8029
1751   -1031.0795     463.0065
1752   -1063.8122     425.2100
1753   -1080.1786    -188.9822
1754   -1063.8122    -236.2278
1755   -1047.4459    -283.4734
1756   -1031.0795    -330.7189
1757   -1014.7132    -377.9645
1758    -998.3468    -425.2100
1759    -981.9805    -472.4556
1760    -965.6142    -519.7012
1761    -949.2478    -566.9467
1762    -932.8815    -614.1923
1763    -916.5151    -661.4378
1764    -900.1488    -708.6834
1765    -376.4259   -1029.9532
1766    -327.3268   -1039.4023
1767    -278.2278   -1048.8514
1768    -229.1288   -1058.3005
1769    -180.0298   -1067.7496
1770    -130.9307   -1077.1987
1771     -81.8317   -1086.6479
1772     -32.7327   -1096.0970
1773      16.3663   -1105.5461
1774      65.4654   -1114.9952
1775     114.5644   -1124.4443
1776     163.6634   -1133.8934
1777     703.7527    -840.9709
1778     736.4854    -803.1745
1779     769.2181    -765.3781
1780     801.9507    -727.5816
1781     834.6834    -689.7852
1782     867.4161    -651.9887
1783     900.1488    -614.1923
1784     932.8815    -576.3958
1785     965.6142    -538.5994
1786     998.3468    -500.8029
1787    1031.0795    -463.0065
1788    1063.8122    -425.2100
1789    1080.1786     188.9822
1790    1063.8122     236.2278
1791    1047.4459     283.4734
1792    1031.0795     330.7189
1793    1014.7132     377.9645
1794     998.3468     425.2100
1795     981.9805     472.4556
1796     965.6142     519.7012
1797     949.2478     566.9467
1798     932.8815     614.1923
1799     916.5151     661.4378
1800     900.1488     708.6834
1801     261.8615    1096.0970
1802     212.7624    1105.5461
1803     163.6634    1114.9952
1804     114.5644    1124.4443
1805      65.4654    1133.8934
1806     -81.8317    1162.2408
1807    -130.9307    1171.6899
1808    -818.3171     774.8272
1809    -851.0498     737.0307
1810    -883.7825     699.2343
1811    -916.5151     661.4378
1812    -949.2478     623.6414
1813   -1047.4459     510.2520
1814   -1080.1786     472.4556
1815   -1080.1786    -321.2698
1816   -1063.8122    -368.5154
1817   -1047.4459    -415.7609
1818   -1031.0795    -463.0065
1819   -1014.7132    -510.2520
1820    -965.6142    -651.9887
1821    -949.2478    -699.2343
1822    -261.8615   -1096.0970
1823    -212.7624   -1105.5461
1824    -163.6634   -1114.9952
1825    -114.5644   -1124.4443
1826     -65.4654   -1133.8934
1827      81.8317   -1162.2408
1828     130.9307   -1171.6899
1829     818.3171    -774.8272
1830     851.0498    -737.0307
1831     883.7825    -699.2343
1832     916.5151    -661.4378
1833     949.2478    -623.6414
1834    1047.4459    -510.2520
1835    1080.1786    -472.4556
1836    1080.1786     321.2698
1837    1063.8122     368.5154
1838    1047.4459     415.7609
1839    1031.0795     463.0065
1840    1014.7132     510.2520
1841     965.6142     651.9887
1842     949.2478     699.2343
1843     147.2971    1162.2408
1844      98.1980    1171.6899
1845    -932.8815     708.6834
1846    -965.6142     670.8869
1847   -1080.1786    -453.5574
1848   -1063.8122    -500.8029
1849    -147.2971   -1162.2408
1850     -98.1980   -1171.6899
1851     932.8815    -708.6834
1852     965.6142    -670.8869
1853    1080.1786     453.5574
1854    1063.8122     500.8029
